"Sample" "Diphtong" "Speaker" "Percentage...." "T1" "T2" "T3" "T4"
"976" 89 "aI" "M" 70 554.661016949153 1482.93220338983 2415.72881355932 3547.42372881356
"977" 89 "aI" "M" 80 495.101694915254 1521.23728813559 2454.69491525424 3493.64406779661
"978" 89 "aI" "M" 90 451.423728813559 1555.10169491525 2468.42372881356 3484.23728813559
"979" 89 "aI" "M" 100 404 1483 2363 3640
"980" 90 "aU" "M" 0 493 1231 2403 3331
"981" 90 "aU" "M" 10 543.457627118644 1209.33898305085 2373.32203389831 3189.86440677966
"982" 90 "aU" "M" 20 552.322033898305 1176.76271186441 2437.40677966102 3150.01694915254
"983" 90 "aU" "M" 30 583.491525423729 1132.40677966102 2503.71186440678 3341.57627118644
"984" 90 "aU" "M" 40 601.491525423729 1070.22033898305 2511.66101694915 3417.69491525424
"985" 90 "aU" "M" 50 589.830508474576 1021.98305084746 2566.25423728814 3355.38983050847
"986" 90 "aU" "M" 60 557.779661016949 969.118644067797 2637.69491525424 3257.64406779661
"987" 90 "aU" "M" 70 532.610169491525 902.576271186441 2616.77966101695 3145.66101694915
"988" 90 "aU" "M" 80 485.779661016949 825.779661016949 2499.50847457627 3214.89830508475
"989" 90 "aU" "M" 90 441.457627118644 778.593220338983 1942.33898305085 3251.98305084746
"990" 90 "aU" "M" 100 409 708 1920 3263
"991" 91 "aI" "M" 0 504 1160 2387 3369
"992" 91 "aI" "M" 10 558.593220338983 1120.18644067797 2444.91525423729 3192.32203389831
"993" 91 "aI" "M" 20 609.254237288136 1118.15254237288 2460.79661016949 3282.86440677966
"994" 91 "aI" "M" 30 640.559322033898 1189.33898305085 2403.96610169492 3240.54237288136
"995" 91 "aI" "M" 40 613.491525423729 1251.81355932203 2372.49152542373 3257.84745762712
"996" 91 "aI" "M" 50 581.118644067797 1351.22033898305 2351.18644067797 3260.22033898305
"997" 91 "aI" "M" 60 527.237288135593 1407.94915254237 2341.69491525424 3275.27118644068
"998" 91 "aI" "M" 70 499.627118644068 1484.69491525424 2326.61016949153 3261.98305084746
"999" 91 "aI" "M" 80 484.694915254237 1498.89830508475 2283.8813559322 3231.54237288136
"1000" 91 "aI" "M" 90 467.949152542373 1469.71186440678 2218.66101694915 3127.91525423729
"1001" 91 "aI" "M" 100 408 1384 2136 3028
"1002" 92 "aI" "M" 0 540 1371 2453 3786
"1003" 92 "aI" "M" 10 571.033898305085 1383.10169491525 2380.45762711864 3587.49152542373
"1004" 92 "aI" "M" 20 602.745762711864 1396.94915254237 2344.45762711864 3485.45762711864
"1005" 92 "aI" "M" 30 607.932203389831 1416.49152542373 2332.16949152542 3474.71186440678
"1006" 92 "aI" "M" 40 612.915254237288 1429.40677966102 2362.47457627119 3430.37288135593
"1007" 92 "aI" "M" 50 587.338983050847 1458.67796610169 2367.86440677966 3413.64406779661
"1008" 92 "aI" "M" 60 551.677966101695 1526.93220338983 2373.8813559322 3415.23728813559
"1009" 92 "aI" "M" 70 514.474576271186 1568.72881355932 2362.47457627119 3427.30508474576
"1010" 92 "aI" "M" 80 486.881355932203 1591.47457627119 2334.05084745763 3400.10169491525
"1011" 92 "aI" "M" 90 457.932203389831 1584.93220338983 2291.42372881356 3379.23728813559
"1012" 92 "aI" "M" 100 429 1531 2207 3362
"1013" 93 "aU" "M" 0 550 1057 2510 3287
"1014" 93 "aU" "M" 10 656.254237288136 1128.84745762712 2505 3354.28813559322
"1015" 93 "aU" "M" 20 648.254237288136 1078.5593220339 2508.1186440678 3293.96610169492
"1016" 93 "aU" "M" 30 570.881355932203 1008.15254237288 2630.28813559322 3209.96610169492
"1017" 93 "aU" "M" 40 481.745762711864 864.186440677966 2795.59322033898 3095.08474576271
"1018" 93 "aU" "M" 50 445.983050847458 672.898305084746 1882.54237288136 2898.96610169492
"1019" 93 "aU" "M" 60 386.813559322034 598.050847457627 1898.98305084746 2894.16949152542
"1020" 93 "aU" "M" 70 359.779661016949 626.915254237288 2217.84745762712 3031.83050847458
"1021" 93 "aU" "M" 80 354.813559322034 782.152542372881 2457.37288135593 3031.30508474576
"1022" 93 "aU" "M" 90 363.28813559322 949.474576271186 2367.50847457627 3079.47457627119
"1023" 93 "aU" "M" 100 377 1094 2346 3187
"1024" 94 "aI" "F" 0 596 1569 2971 4310
"1025" 94 "aI" "F" 10 865.186440677966 1586.20338983051 3009.69491525424 4066.8813559322
"1026" 94 "aI" "F" 20 929.898305084746 1474.23728813559 3091.15254237288 4010.27118644068
"1027" 94 "aI" "F" 30 890.35593220339 1609.28813559322 3042.66101694915 4029.89830508475
"1028" 94 "aI" "F" 40 869.050847457627 2068.8813559322 3101.32203389831 4101.89830508475
"1029" 94 "aI" "F" 50 680.542372881356 2009.50847457627 3040.54237288136 4062.67796610169
"1030" 94 "aI" "F" 60 620.762711864407 2345.86440677966 3072.94915254237 4082.72881355932
"1031" 94 "aI" "F" 70 553.593220338983 2337.69491525424 3018.28813559322 4061.71186440678
"1032" 94 "aI" "F" 80 415.525423728814 2243.08474576271 3029.77966101695 4089.06779661017
"1033" 94 "aI" "F" 90 300.101694915254 2193.23728813559 3037.38983050847 4166.35593220339
"1034" 94 "aI" "F" 100 244 1921 3068 4261
"1035" 95 "aI" "F" 0 485 1344 2915 3739
"1036" 95 "aI" "F" 10 576.474576271186 1355.18644067797 3121.47457627119 4042.83050847458
"1037" 95 "aI" "F" 20 799.389830508474 1470.52542372881 3016.38983050847 4211.15254237288
"1038" 95 "aI" "F" 30 466.118644067797 1645.81355932203 2908.30508474576 4071.16949152542
"1039" 95 "aI" "F" 40 422.830508474576 1637.08474576271 2954.27118644068 4266.38983050847
"1040" 95 "aI" "F" 50 556.610169491525 1883.20338983051 2962.77966101695 4145.35593220339
"1041" 95 "aI" "F" 60 536.830508474576 2003.35593220339 2901.62711864407 4044.72881355932
"1042" 95 "aI" "F" 70 496.915254237288 2100.50847457627 2902.8813559322 4009.49152542373
"1043" 95 "aI" "F" 80 456.864406779661 2153.76271186441 2861.76271186441 3974.28813559322
"1044" 95 "aI" "F" 90 394.016949152542 2020.84745762712 2761.89830508475 3896.18644067797
"1045" 95 "aI" "F" 100 251 1674 2607 3552
"1046" 96 "aI" "F" 0 366 1260 2903 3921
"1047" 96 "aI" "F" 10 607.118644067797 1473.22033898305 2944.81355932203 4049.15254237288
"1048" 96 "aI" "F" 20 660 1552.8813559322 2955.91525423729 4048.94915254237
"1049" 96 "aI" "F" 30 640.338983050847 1679.32203389831 3019.66101694915 4322.47457627119
"1050" 96 "aI" "F" 40 640 1785.76271186441 3020 4147.49152542373
"1051" 96 "aI" "F" 50 643.050847457627 1932.20338983051 3000 4336.71186440678
"1052" 96 "aI" "F" 60 569.745762711864 2177.28813559322 2960.67796610169 4254.23728813559
"1053" 96 "aI" "F" 70 510.627118644068 2247.76271186441 2940 4158.77966101695
"1054" 96 "aI" "F" 80 406.915254237288 2180.61016949153 3038.27118644068 4384.54237288136
"1055" 96 "aI" "F" 90 311.118644067796 2003.89830508475 3079.22033898305 4417.18644067797
"1056" 96 "aI" "F" 100 244 1995 3157 4597
"1057" 97 "aU" "F" 0 475 1547 3186 4062
"1058" 97 "aU" "F" 10 498.881355932203 1426.57627118644 3127.91525423729 4118.69491525424
"1059" 97 "aU" "F" 20 471.745762711864 1366.96610169492 3025.59322033898 4230.93220338983
"1060" 97 "aU" "F" 30 479.661016949153 1275.5593220339 2893.05084745763 3526.83050847458
"1061" 97 "aU" "F" 40 489.440677966102 1177.1186440678 2864.33898305085 3683.5593220339
"1062" 97 "aU" "F" 50 478.271186440678 1095.74576271186 2874.30508474576 3675.98305084746
"1063" 97 "aU" "F" 60 433.271186440678 1017.66101694915 2962.81355932203 3691.30508474576
"1064" 97 "aU" "F" 70 378.389830508475 1035.72881355932 2829.93220338983 3635.57627118644
"1065" 97 "aU" "F" 80 362.220338983051 1022.01694915254 2884.59322033898 3782.23728813559
"1066" 97 "aU" "F" 90 355.762711864407 974.440677966102 2898.22033898305 4159.86440677966
"1067" 97 "aU" "F" 100 323 857 2695 4065
"1068" 98 "aI" "F" 0 720 1580 2912 4118
"1069" 98 "aI" "F" 10 700 1580 2863.67796610169 4009.10169491525
"1070" 98 "aI" "F" 20 736.118644067797 1590.84745762712 2896.81355932203 4012.81355932203
"1071" 98 "aI" "F" 30 546.898305084746 1696.27118644068 2898.57627118644 4049.93220338983
"1072" 98 "aI" "F" 40 636.186440677966 1841.69491525424 2950.49152542373 4075.66101694915
"1073" 98 "aI" "F" 50 492.28813559322 1907.1186440678 2912.81355932203 4103
"1074" 98 "aI" "F" 60 491.474576271186 2085.18644067797 2911.22033898305 3984.62711864407
"1075" 98 "aI" "F" 70 423.830508474576 2209.5593220339 2867.38983050847 3973.32203389831
"1076" 98 "aI" "F" 80 399.016949152542 2256.40677966102 2853.13559322034 3937.54237288136
"1077" 98 "aI" "F" 90 347.508474576271 2226.01694915254 2915.81355932203 4072.33898305085
"1078" 98 "aI" "F" 100 304 2166 2910 4166
"1079" 99 "aI" "F" 0 565 1868 2929 4155
"1080" 99 "aI" "F" 10 695.966101694915 1758.84745762712 3010.22033898305 4206.08474576271
"1081" 99 "aI" "F" 20 793.28813559322 1708.57627118644 3084.5593220339 4218.81355932203
"1082" 99 "aI" "F" 30 710.389830508475 1683.5593220339 3096.5593220339 4249.23728813559
"1083" 99 "aI" "F" 40 736.508474576271 1749.33898305085 3005.22033898305 4204.38983050847
"1084" 99 "aI" "F" 50 567.457627118644 1881.91525423729 3109.4406779661 4273.64406779661
"1085" 99 "aI" "F" 60 617.525423728814 2019.32203389831 3074.40677966102 4267.40677966102
"1086" 99 "aI" "F" 70 587.203389830508 2120.79661016949 3041.71186440678 4240.50847457627
"1087" 99 "aI" "F" 80 554.830508474576 2221.62711864407 3005.66101694915 4208.71186440678
"1088" 99 "aI" "F" 90 417.847457627118 2279.30508474576 3125.13559322034 4335.27118644068
"1089" 99 "aI" "F" 100 344 2209 3061 4393
"1090" 100 "aU" "F" 0 340 1518 2927 3786
"1091" 100 "aU" "F" 10 440 1365.15254237288 2963.30508474576 4074.30508474576
"1092" 100 "aU" "F" 20 455.016949152542 1195.93220338983 2914.40677966102 3952.25423728814
"1093" 100 "aU" "F" 30 454.881355932203 1104.81355932203 2915.94915254237 3899.25423728814
"1094" 100 "aU" "F" 40 483.610169491525 1160.69491525424 2977.83050847458 3980.84745762712
"1095" 100 "aU" "F" 50 377.593220338983 1039.30508474576 2930.91525423729 3911.4406779661
"1096" 100 "aU" "F" 60 326.305084745763 1065.72881355932 3059.54237288136 3960.10169491525
"1097" 100 "aU" "F" 70 313.881355932203 1084 3008 3919.77966101695
"1098" 100 "aU" "F" 80 325 1139.4406779661 2999.13559322034 3995.86440677966
"1099" 100 "aU" "F" 90 301.71186440678 1322.37288135593 3048.61016949153 4151.5593220339
"1100" 100 "aU" "F" 100 240 1567 3280 4606
"1101" 101 "OY" "F" 0 271 1271 2685 3705
"1102" 101 "OY" "F" 10 370.559322033898 987.762711864407 2762.64406779661 3654.67796610169
"1103" 101 "OY" "F" 20 454.593220338983 1096.71186440678 2869.16949152542 3702.38983050847
"1104" 101 "OY" "F" 30 479.389830508475 1266.74576271186 2771.32203389831 3630.45762711864
"1105" 101 "OY" "F" 40 486.949152542373 1488.4406779661 2660.76271186441 3558.69491525424
"1106" 101 "OY" "F" 50 445.474576271186 1673.16949152542 2761.05084745763 3731.16949152542
"1107" 101 "OY" "F" 60 418.796610169491 1996.50847457627 2726 3850.72881355932
"1108" 101 "OY" "F" 70 388.305084745763 2182.15254237288 2756.1186440678 3866.33898305085
"1109" 101 "OY" "F" 80 343 2242.52542372881 2759.83050847458 3879
"1110" 101 "OY" "F" 90 392.203389830508 2184.93220338983 2757.42372881356 3930.79661016949
"1111" 101 "OY" "F" 100 467 2120 2772 3881
"1112" 102 "OY" "F" 0 306 1089 2821 4017
"1113" 102 "OY" "F" 10 371.389830508475 1081.32203389831 2897.49152542373 3957.5593220339
"1114" 102 "OY" "F" 20 411.474576271186 1100.47457627119 2904.49152542373 3930.52542372881
"1115" 102 "OY" "F" 30 425.35593220339 1140.5593220339 2745.76271186441 3924.64406779661
"1116" 102 "OY" "F" 40 439.237288135593 1316.72881355932 2752.18644067797 3887.05084745763
"1117" 102 "OY" "F" 50 444.779661016949 1381.8813559322 2728.27118644068 3933.33898305085
"1118" 102 "OY" "F" 60 450.35593220339 1655.49152542373 2712.69491525424 3958.16949152542
"1119" 102 "OY" "F" 70 476.322033898305 2229.40677966102 2763.54237288136 3932.38983050847
"1120" 102 "OY" "F" 80 471.203389830509 2192.84745762712 2965.71186440678 3965.03389830508
"1121" 102 "OY" "F" 90 333.016949152542 2324.74576271186 2940.40677966102 4118.5593220339
"1122" 102 "OY" "F" 100 276 2322 3223 3988
"1123" 103 "aI" "F" 0 641 1701 2936 4034
"1124" 103 "aI" "F" 10 885.779661016949 1840.67796610169 2945.62711864407 3956.57627118644
"1125" 103 "aI" "F" 20 807.372881355932 1882.27118644068 2998.57627118644 4021.32203389831
"1126" 103 "aI" "F" 30 697.71186440678 1979.8813559322 2982.91525423729 4032.08474576271
"1127" 103 "aI" "F" 40 510.593220338983 2089.62711864407 2988.4406779661 4070.25423728814
"1128" 103 "aI" "F" 50 374.932203389831 2246.89830508475 2984.49152542373 4065.49152542373
"1129" 103 "aI" "F" 60 337.28813559322 2285.57627118644 3028.61016949153 4083.23728813559
"1130" 103 "aI" "F" 70 308.610169491525 2441.66101694915 3082.83050847458 4069.20338983051
"1131" 103 "aI" "F" 80 288.322033898305 2359.67796610169 3074.28813559322 4190.8813559322
"1132" 103 "aI" "F" 90 274.915254237288 2568.37288135593 3115.67796610169 4273.64406779661
"1133" 103 "aI" "F" 100 254 2430 3159 4118
"1134" 104 "aU" "F" 0 642 1352 3229 4715
"1135" 104 "aU" "F" 10 794.322033898305 1416.13559322034 3097.28813559322 4109.45762711864
"1136" 104 "aU" "F" 20 813.64406779661 1429.94915254237 3075.03389830508 3954.72881355932
"1137" 104 "aU" "F" 30 785.64406779661 1415.45762711864 2973.15254237288 4009.52542372881
"1138" 104 "aU" "F" 40 701.779661016949 1376.96610169492 2964.86440677966 3999.59322033898
"1139" 104 "aU" "F" 50 719.28813559322 1342.98305084746 2962.64406779661 3932.40677966102
"1140" 104 "aU" "F" 60 641.745762711864 1244.71186440678 2927.96610169492 4018.40677966102
"1141" 104 "aU" "F" 70 536.152542372881 1199.38983050847 2989.15254237288 4248.40677966102
"1142" 104 "aU" "F" 80 466.35593220339 1160.4406779661 2959.71186440678 4035.62711864407
"1143" 104 "aU" "F" 90 364.084745762712 975.694915254237 2948.35593220339 3910.61016949153
"1144" 104 "aU" "F" 100 276 979 3045 3903
"1145" 105 "aI" "F" 0 600 1420 2886 3927
"1146" 105 "aI" "F" 10 673.28813559322 1505.42372881356 3115.83050847458 3965.03389830508
"1147" 105 "aI" "F" 20 767.135593220339 1590.84745762712 2951.15254237288 3799
"1148" 105 "aI" "F" 30 772.559322033898 1732.54237288136 2934.8813559322 3906.05084745763
"1149" 105 "aI" "F" 40 725.474576271186 1881.69491525424 2879.71186440678 3988.40677966102
"1150" 105 "aI" "F" 50 675.440677966102 2014.23728813559 2788.47457627119 4084.30508474576
"1151" 105 "aI" "F" 60 463.033898305085 2290.16949152542 2906.4406779661 4189.33898305085
"1152" 105 "aI" "F" 70 452.610169491525 2555.93220338983 3082.74576271186 4087
"1153" 105 "aI" "F" 80 394.949152542373 2700 3079.33898305085 4267.23728813559
"1154" 105 "aI" "F" 90 381.966101694915 2347.66101694915 2804.83050847458 4206.16949152542
"1155" 105 "aI" "F" 100 356 2060 2820 4135
"1156" 106 "OY" "F" 0 406 1369 2963 4168
"1157" 106 "OY" "F" 10 398.152542372881 1187.79661016949 3161.23728813559 4392.79661016949
"1158" 106 "OY" "F" 20 398.864406779661 1108.8813559322 3396.10169491525 4606.3220338983
"1159" 106 "OY" "F" 30 385 1046.28813559322 3199.13559322034 4359.93220338983
"1160" 106 "OY" "F" 40 395.830508474576 1123.23728813559 3161.76271186441 4627.16949152542
"1161" 106 "OY" "F" 50 385.186440677966 1176.08474576271 2729.83050847458 3555.66101694915
"1162" 106 "OY" "F" 60 373.338983050847 1198.08474576271 2729.61016949153 3602.62711864407
"1163" 106 "OY" "F" 70 362.389830508475 1512.25423728814 2726.06779661017 3753.30508474576
"1164" 106 "OY" "F" 80 340.677966101695 1372.03389830508 2660.83050847458 3735.93220338983
"1165" 106 "OY" "F" 90 315.271186440678 1307.15254237288 2542.18644067797 3626.69491525424
"1166" 106 "OY" "F" 100 262 1087 2426 3763
"1167" 107 "aI" "F" 0 492 1710 3069 4181
"1168" 107 "aI" "F" 10 614.237288135593 1746.37288135593 3080.15254237288 4149.96610169491
"1169" 107 "aI" "F" 20 584.694915254237 1747.74576271186 3048.03389830508 4165.59322033898
"1170" 107 "aI" "F" 30 369.203389830508 1745.27118644068 3075.28813559322 4066.35593220339
"1171" 107 "aI" "F" 40 318.661016949153 1759.38983050847 3022.03389830508 3915.93220338983
"1172" 107 "aI" "F" 50 330.237288135593 1912.08474576271 2999.15254237288 4292.86440677966
"1173" 107 "aI" "F" 60 333.745762711864 2157.76271186441 3004.16949152542 4097.49152542373
"1174" 107 "aI" "F" 70 344.271186440678 2144.08474576271 3024.98305084746 3925.5593220339
"1175" 107 "aI" "F" 80 346.169491525424 2258.61016949153 3038.8813559322 3993.84745762712
"1176" 107 "aI" "F" 90 312.220338983051 2147.77966101695 3056.61016949153 4159.27118644068
"1177" 107 "aI" "F" 100 281 2100 3192 4269
"1178" 108 "aI" "F" 0 625 1577 3146 4152
"1179" 108 "aI" "F" 10 781.983050847458 1624.30508474576 2869.71186440678 4036.96610169492
"1180" 108 "aI" "F" 20 773.457627118644 1622.25423728814 2849.08474576271 3958.79661016949
"1181" 108 "aI" "F" 30 864.576271186441 1687.38983050847 2811.28813559322 3828.49152542373
"1182" 108 "aI" "F" 40 760.915254237288 1694.49152542373 2830.54237288136 3895.4406779661
"1183" 108 "aI" "F" 50 682.389830508475 1775.59322033898 2846.32203389831 3930.33898305085
"1184" 108 "aI" "F" 60 603 1884.5593220339 2859.5593220339 4031.13559322034
"1185" 108 "aI" "F" 70 555.28813559322 2095.13559322034 2907.22033898305 4121.84745762712
"1186" 108 "aI" "F" 80 548.067796610169 2152.69491525424 2997.40677966102 4090.84745762712
"1187" 108 "aI" "F" 90 480.423728813559 2138.94915254237 3009.28813559322 4114.20338983051
"1188" 108 "aI" "F" 100 326 1936.63704819277 2698 4323
"1189" 109 "aI" "F" 0 395 1360 2941 3824
"1190" 109 "aI" "F" 10 699.661016949153 1479.66101694915 2900.81355932203 4189.22033898305
"1191" 109 "aI" "F" 20 858.64406779661 1509.76271186441 3148.69491525424 4060.71186440678
"1192" 109 "aI" "F" 30 820 1618.15254237288 3233.45762711864 4204.52542372881
"1193" 109 "aI" "F" 40 741.35593220339 1780.03389830508 3077.67796610169 3883.47457627119
"1194" 109 "aI" "F" 50 563.389830508475 1892.93220338983 3071.57627118644 3965.01694915254
"1195" 109 "aI" "F" 60 490.169491525423 2089.05084745763 3114.57627118644 3984.91525423729
"1196" 109 "aI" "F" 70 402.372881355932 2258.30508474576 3162.91525423729 4046.35593220339
"1197" 109 "aI" "F" 80 322.71186440678 2272.32203389831 3335.81355932203 4099.3220338983
"1198" 109 "aI" "F" 90 273.830508474576 2254.1186440678 3268.05084745763 4016.66101694915
"1199" 109 "aI" "F" 100 256 2104 3267 4283
"1200" 110 "aI" "F" 0 580 1840 3080 4113
"1201" 110 "aI" "F" 10 645.084745762712 1970.16949152542 2969.52542372881 4156.20338983051
"1202" 110 "aI" "F" 20 700 2160.33898305085 2973.08474576271 4167.06779661017
"1203" 110 "aI" "F" 30 740 2295.25423728814 2907.05084745763 4051.86440677966
"1204" 110 "aI" "F" 40 740 2420.33898305085 3164.5593220339 4054.76271186441
"1205" 110 "aI" "F" 50 740 2534.10169491525 3067.79661016949 4047.69491525424
"1206" 110 "aI" "F" 60 740 2526.72881355932 3123.32203389831 4056.64406779661
"1207" 110 "aI" "F" 70 740 2438.27118644068 3017.23728813559 4024.67796610169
"1208" 110 "aI" "F" 80 678.64406779661 2487.42372881356 3036.23728813559 4066.89830508475
"1209" 110 "aI" "F" 90 456.949152542373 2354.40677966102 3068.76271186441 4144.83050847458
"1210" 110 "aI" "F" 100 320 2221 3071 4202
"1211" 111 "aI" "F" 0 332 1469 3015 4068
"1212" 111 "aI" "F" 10 517.847457627119 1500.38983050847 3094.91525423729 4048.05084745763
"1213" 111 "aI" "F" 20 633.457627118644 1700 3083.79661016949 4141.40677966102
"1214" 111 "aI" "F" 30 811.033898305085 1715.66101694915 3091.05084745763 4142.28813559322
"1215" 111 "aI" "F" 40 900 1740 3089.59322033898 4095.13559322034
"1216" 111 "aI" "F" 50 920 1809.49152542373 3104.47457627119 4035.42372881356
"1217" 111 "aI" "F" 60 940 1881.69491525424 3001.72881355932 4273.10169491525
"1218" 111 "aI" "F" 70 940 1958.64406779661 3152.91525423729 4323.22033898305
"1219" 111 "aI" "F" 80 940 2004.59322033898 3101.93220338983 4073.47457627119
"1220" 111 "aI" "F" 90 927.457627118644 1985.18644067797 3100.62711864407 4092.30508474576
"1221" 111 "aI" "F" 100 920 1980 3115 4151
"1222" 112 "aU" "F" 0 395 1278 2722 3805
"1223" 112 "aU" "F" 10 597.932203389831 1253.76271186441 2867.76271186441 3899.50847457627
"1224" 112 "aU" "F" 20 518.084745762712 1185.61016949153 2849.23728813559 3854.5593220339
"1225" 112 "aU" "F" 30 459.305084745763 1064.54237288136 2822.49152542373 3743.45762711864
"1226" 112 "aU" "F" 40 419.169491525424 985.542372881356 2791.61016949153 3699.38983050847
"1227" 112 "aU" "F" 50 417.28813559322 956.593220338983 2892.81355932203 3752.84745762712
"1228" 112 "aU" "F" 60 410.508474576271 982.64406779661 2832.10169491525 3700.49152542373
"1229" 112 "aU" "F" 70 403.796610169492 1129.10169491525 2815.1186440678 3785.79661016949
"1230" 112 "aU" "F" 80 393.033898305085 1303.76271186441 2797.67796610169 3836.22033898305
"1231" 112 "aU" "F" 90 342.135593220339 1496.35593220339 2920.62711864407 4049.62711864407
"1232" 112 "aU" "F" 100 190 1813 3148 4479
"1233" 113 "aU" "F" 0 400 940 3917 4940
"1234" 113 "aU" "F" 10 440 976.610169491525 2793.59322033898 3844.71186440678
"1235" 113 "aU" "F" 20 440 999.338983050847 2847.76271186441 3993.79661016949
"1236" 113 "aU" "F" 30 480.796610169492 997.915254237288 2816.64406779661 4021.49152542373
"1237" 113 "aU" "F" 40 512.559322033898 1010.45762711864 2907.16949152542 4012.57627118644
"1238" 113 "aU" "F" 50 470.728813559322 954.220338983051 2912.1186440678 3958.32203389831
"1239" 113 "aU" "F" 60 419.474576271186 891.338983050847 2866.05084745763 3882.15254237288
"1240" 113 "aU" "F" 70 391.169491525424 878.169491525424 2900.4406779661 3875.5593220339
"1241" 113 "aU" "F" 80 360.627118644068 774.237288135593 2940 3981.27118644068
"1242" 113 "aU" "F" 90 397.610169491526 730.508474576271 2897.4219297415 3934.64406779661
"1243" 113 "aU" "F" 100 395 680 3745 4897
"1244" 114 "aI" "F" 0 560 1280 2443 3518
"1245" 114 "aI" "F" 10 665.423728813559 1365.42372881356 3533.67796610169 4658.83050847458
"1246" 114 "aI" "F" 20 770.847457627119 1461.69491525424 3268.91525423729 3711.96610169492
"1247" 114 "aI" "F" 30 840 1584.40677966102 3016.67796610169 3781.42372881356
"1248" 114 "aI" "F" 40 870.847457627119 1703.38983050847 2968.33898305085 4042.47457627119
"1249" 114 "aI" "F" 50 852.881355932203 1800.67796610169 2889.59322033898 4249.37288135593
"1250" 114 "aI" "F" 60 742.576271186441 1928.81355932203 2884.45762711864 3946.8813559322
"1251" 114 "aI" "F" 70 640.525423728814 2036.94915254237 2930.08474576271 3995.5593220339
"1252" 114 "aI" "F" 80 434.322033898305 2121.69491525424 2898.74576271186 3998.23728813559
"1253" 114 "aI" "F" 90 367.016949152542 2140 2836.33898305085 3991.01694915254
"1254" 114 "aI" "F" 100 295 2140 2653 4040
"1255" 115 "OY" "F" 0 391 1323 2975 4060
"1256" 115 "OY" "F" 10 483.016949152542 1243.62711864407 3023.76271186441 4396.23728813559
"1257" 115 "OY" "F" 20 493.474576271186 1196.37288135593 3029.10169491525 4603.89830508475
"1258" 115 "OY" "F" 30 478.423728813559 1120.8813559322 2668.1186440678 3143.16949152542
"1259" 115 "OY" "F" 40 463.71186440678 1103.52542372881 2643.45762711864 3142.77966101695
"1260" 115 "OY" "F" 50 472.813559322034 1162.96610169492 2820.45762711864 3307.71186440678
"1261" 115 "OY" "F" 60 476.932203389831 1281.91525423729 2770.66101694915 3384.01694915254
"1262" 115 "OY" "F" 70 462.457627118644 1462.35593220339 2695.93220338983 3524.66101694915
"1263" 115 "OY" "F" 80 389.71186440678 1601.76271186441 2575.83050847458 3606.15254237288
"1264" 115 "OY" "F" 90 327.64406779661 1802.69491525424 2529.93220338983 3664.40677966102
"1265" 115 "OY" "F" 100 312 1951 2494 3717
"1266" 116 "aI" "F" 0 498 1166 2932 3976
"1267" 116 "aI" "F" 10 636.949152542373 1318.42372881356 2938.23728813559 3956.13559322034
"1268" 116 "aI" "F" 20 676.830508474576 1376.84745762712 2902 4085.98305084746
"1269" 116 "aI" "F" 30 696.118644067797 1377.3220338983 3183.81355932203 4158.23728813559
"1270" 116 "aI" "F" 40 700.322033898305 1797.5593220339 2891.79661016949 4180.28813559322
"1271" 116 "aI" "F" 50 649.338983050847 2111.61016949153 2970.64406779661 4214.22033898305
"1272" 116 "aI" "F" 60 612.135593220339 2110.89830508475 3341.10169491525 4042.77966101695
"1273" 116 "aI" "F" 70 490.966101694915 2137.22033898305 3203.47457627119 4091.08474576271
"1274" 116 "aI" "F" 80 373.508474576271 2216.66101694915 3059.13559322034 4183.59322033898
"1275" 116 "aI" "F" 90 364.559322033898 2208.79661016949 3097.33898305085 4192.37288135593
"1276" 116 "aI" "F" 100 339 2114 3156 4272
"1277" 117 "aI" "F" 0 522 1360 3069 3915
"1278" 117 "aI" "F" 10 619 1326.01694915254 3078.72881355932 3870.94915254237
"1279" 117 "aI" "F" 20 799.254237288136 1425.32203389831 3018.89830508475 3989.52542372881
"1280" 117 "aI" "F" 30 821.406779661017 1662 2818.50847457627 4079.59322033898
"1281" 117 "aI" "F" 40 749.389830508475 1865.50847457627 2847.71186440678 4081.08474576271
"1282" 117 "aI" "F" 50 684.677966101695 1963.42372881356 2849.69491525424 4124.1186440678
"1283" 117 "aI" "F" 60 621.881355932203 2125.27118644068 2841.91525423729 4125.49152542373
"1284" 117 "aI" "F" 70 575.016949152542 2180.22033898305 2892.8813559322 4303.93220338983
"1285" 117 "aI" "F" 80 461.559322033898 2180.71186440678 2841.10169491525 4131.06779661017
"1286" 117 "aI" "F" 90 418.033898305085 2080.79661016949 2956.96610169492 4082.69491525424
"1287" 117 "aI" "F" 100 321 1895 2808 4086
"1288" 118 "aI" "F" 0 900 1280 3032 3714
"1289" 118 "aI" "F" 10 900 1394.23728813559 3192.81355932203 3826.83050847458
"1290" 118 "aI" "F" 20 890.508474576271 1528.47457627119 3191 3897.16949152542
"1291" 118 "aI" "F" 30 880 1662.71186440678 3430.5593220339 3840.08474576271
"1292" 118 "aI" "F" 40 861.016949152542 1836.94915254237 3337.89830508475 3971.98305084746
"1293" 118 "aI" "F" 50 860 1987.45762711864 3109.57627118644 3947.47457627119
"1294" 118 "aI" "F" 60 831.525423728814 2088.47457627119 3112.74576271186 3962.71186440678
"1295" 118 "aI" "F" 70 786.779661016949 2153.22033898305 2968.05084745763 3988.61016949153
